排名,代码,名称,策略,类型,最新价,今日涨幅%,前低支撑,破底最低,破底深度%,收回幅度%,站稳天数,距60日高跌幅%,距年高跌幅%,历史分位%,量比vs5日均,MA5,MA20,止损位,目标位,盈亏比,score,命中策略,命中数,最强分,扫描总数,有效K线数,盈亏比不足,分类,J值,短期趋势线,多空线,趋势强度%,放量倍数,放量距今,近20日回撤%,日均成交额亿
584,300932,三友联众,破底翻,破底翻,10.86,4.22,9.51,8.46,11.0,14.2,20.0,17.9,42.8,28.1,1.18,10.57,10.31,9.22,13.22,1.44,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
585,301025,读客文化,破底翻,破底翻,9.08,-1.3,8.39,7.4,11.8,8.2,23.0,15.9,45.2,21.9,0.84,9.2,9.1,8.14,10.8,1.83,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
586,300530,领湃科技,破底翻,破底翻,18.47,-1.23,16.16,14.5,10.3,14.3,25.0,17.9,65.8,26.8,0.57,19.02,19.41,15.68,22.5,1.44,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
587,000819,岳阳兴长,破底翻,守住前低,12.33,1.48,11.12,,,10.9,44.0,16.4,42.1,7.4,1.2,12.12,12.03,10.79,14.74,1.56,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
588,301211,亨迪药业,破底翻,破底翻,12.56,-3.16,10.75,9.88,8.1,16.8,20.0,16.3,51.3,23.9,0.49,12.73,12.12,10.43,15.0,1.15,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
589,603801,志邦家居,破底翻,破底翻,6.52,1.87,5.36,5.18,3.4,21.6,25.0,18.0,66.0,7.3,0.52,6.62,6.25,5.2,7.95,1.08,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
590,300779,惠城环保,破底翻,破底翻,64.36,-6.08,53.34,49.39,7.4,20.7,30.0,26.0,74.4,28.5,1.44,66.71,73.18,51.74,87.01,1.79,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
591,001395,亚联机械,破底翻,破底翻,29.18,0.27,24.04,23.28,3.2,21.4,43.0,24.0,57.7,8.1,0.58,28.91,29.41,23.32,38.4,1.57,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
592,603567,珍宝岛,破底翻,破底翻,5.82,-0.68,4.43,4.28,3.4,31.4,45.0,21.4,57.3,4.4,0.71,5.66,6.31,4.3,7.4,1.04,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
593,603327,福蓉科技,破底翻,破底翻,9.65,1.15,8.04,7.66,4.7,20.0,32.0,16.4,55.7,20.3,0.71,9.57,9.17,7.8,11.54,1.02,56.0,破底翻,1,70.0,4919,4583,True,,,,,,,,,
594,600877,电科芯片,破底翻,守住前低,12.19,-0.57,11.61,,,5.0,3.0,32.7,53.0,28.9,0.82,12.08,12.67,11.26,18.12,6.38,56.0,破底翻,1,56.0,4919,4583,False,,,,,,,,,
595,603816,顾家家居,破底翻,守住前低,24.38,-1.65,22.03,,,10.7,44.0,15.5,40.5,11.1,1.56,24.85,24.66,21.37,28.86,1.49,56.0,破底翻,1,70.0,4919,4583,True,,,,,,,,,
596,603131,上海沪工,破底翻,守住前低,14.68,0.96,13.82,,,6.2,3.0,25.8,58.3,20.2,1.24,14.44,15.1,13.41,19.78,4.02,56.0,破底翻,1,56.0,4919,4583,False,,,,,,,,,
597,603313,梦百合,破底翻,守住前低,6.13,1.32,4.94,,,24.1,50.0,30.2,43.1,13.2,1.57,6.09,6.11,4.79,8.78,1.98,56.0,破底翻,1,70.0,4919,4583,True,,,,,,,,,
598,300996,普联软件,破底翻,守住前低,13.88,-1.21,10.47,,,32.6,52.0,33.7,55.6,11.5,2.5,13.98,16.8,10.16,20.93,1.9,56.0,破底翻,1,70.0,4919,4583,True,,,,,,,,,
599,603983,丸美生物,破底翻,守住前低,27.95,3.06,21.2,,,31.8,49.0,21.3,50.9,26.1,1.62,26.9,28.1,20.56,35.51,1.02,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
600,603108,润达医疗,破底翻,守住前低,9.82,0.92,8.8,,,11.6,42.0,18.0,61.3,4.8,1.17,9.71,10.2,8.54,11.98,1.69,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
601,000403,派林生物,破底翻,守住前低,10.59,-0.75,8.54,,,24.0,44.0,19.5,65.4,5.6,0.38,10.7,10.73,8.28,13.15,1.11,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
602,000568,泸州老窖,破底翻,守住前低,78.44,1.2,73.37,,,6.9,44.0,15.4,60.3,2.4,0.99,82.67,86.91,71.17,92.74,1.97,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
603,002180,奔图科技,破底翻,破底翻,17.07,-1.95,13.73,13.23,3.6,24.3,46.0,17.1,48.8,10.0,0.71,17.03,17.81,13.32,20.6,0.94,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
604,688153,唯捷创芯,破底翻,守住前低,27.0,0.41,22.8,,,18.4,28.0,25.1,57.5,5.0,1.12,25.81,26.02,22.12,36.07,1.86,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
605,688111,金山办公,破底翻,守住前低,241.3,1.29,200.0,,,20.7,45.0,16.6,41.9,20.0,1.81,236.12,253.98,194.0,289.3,1.01,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
606,300768,迪普科技,破底翻,守住前低,14.93,1.56,13.1,,,14.0,44.0,16.0,43.8,29.0,2.41,14.59,15.77,12.71,17.77,1.28,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
607,688657,浩辰软件,破底翻,守住前低,32.2,0.72,25.11,,,28.2,27.0,19.7,54.9,7.9,1.29,32.26,32.97,24.36,40.09,1.01,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
608,688011,新光光电,碗口反弹,,79.0,,,,,,,,12.0,,,,,70.95,89.82,1.34,55.2,碗口反弹,1,69.0,4919,4583,True,靠近短期趋势线,19.7,78.37,72.39,8.25,3.38,19.0,12.0,1.93
609,600436,片仔癀,破底翻,守住前低,127.3,0.74,110.0,,,15.7,49.0,16.2,55.2,6.5,0.62,126.19,131.8,106.7,152.0,1.2,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
610,000661,长春高新,破底翻,守住前低,75.92,-1.45,63.92,,,18.8,54.0,16.6,46.4,6.5,0.53,77.48,80.7,62.0,91.0,1.08,55.2,破底翻,1,69.0,4919,4583,True,,,,,,,,,
611,002262,恩华药业,碗口反弹,,22.04,,,,,,,,26.5,,,,,21.11,23.38,1.44,55.1,碗口反弹,1,68.9,4919,4583,True,回落碗中,19.9,22.11,21.54,2.61,2.69,8.0,5.7,2.73
612,600939,重庆建工,破底翻,守住前低,2.64,1.15,2.39,,,10.5,49.0,15.4,45.1,24.8,1.18,2.63,2.62,2.32,3.12,1.5,54.4,破底翻,1,68.0,4919,4583,True,,,,,,,,,
613,002123,梦网科技,破底翻,破底翻,8.08,-0.37,7.4,7.16,3.2,9.2,44.0,15.1,67.9,22.4,1.35,7.94,8.3,7.18,9.52,1.6,54.4,破底翻,1,68.0,4919,4583,True,,,,,,,,,
614,002698,博实股份,破底翻,守住前低,12.26,0.0,11.18,,,9.7,54.0,15.4,43.5,14.0,0.86,12.29,12.86,10.84,14.49,1.57,53.6,破底翻,1,67.0,4919,4583,True,,,,,,,,,
615,002575,群兴玩具,破底翻,守住前低,5.31,1.72,4.5,,,18.0,37.0,19.2,61.4,19.8,1.18,5.13,5.28,4.36,6.57,1.33,53.6,破底翻,1,67.0,4919,4583,True,,,,,,,,,
616,002416,爱施德,破底翻,守住前低,9.5,1.17,8.63,,,10.1,44.0,17.2,55.6,16.6,0.89,9.4,9.67,8.37,11.48,1.75,53.6,破底翻,1,67.0,4919,4583,True,,,,,,,,,
617,603496,恒为科技,破底翻,守住前低,23.56,-1.05,21.93,,,7.4,43.0,15.4,43.8,16.3,1.07,23.76,24.97,21.27,27.86,1.88,53.6,破底翻,1,67.0,4919,4583,True,,,,,,,,,
618,600299,安迪苏,破底翻,守住前低,8.82,2.32,7.74,,,14.0,43.0,18.4,46.5,12.9,1.29,8.54,8.51,7.51,10.81,1.52,53.6,破底翻,1,67.0,4919,4583,True,,,,,,,,,
619,002044,美年健康,破底翻,守住前低,4.71,0.43,4.28,,,10.0,37.0,18.1,47.0,28.9,1.24,4.67,4.85,4.15,5.75,1.86,52.8,破底翻,1,66.0,4919,4583,True,,,,,,,,,
620,600686,金龙汽车,破底翻,守住前低,11.45,1.51,10.49,,,9.2,44.0,18.0,48.4,23.9,0.89,11.18,11.58,10.18,13.96,1.98,52.8,破底翻,1,66.0,4919,4583,True,,,,,,,,,
621,601702,华峰铝业,破底翻,守住前低,16.15,1.7,13.68,,,18.1,44.0,23.7,42.4,23.5,1.23,15.97,15.76,13.27,21.18,1.75,52.8,破底翻,1,66.0,4919,4583,True,,,,,,,,,
622,301510,固高科技,破底翻,守住前低,27.77,-1.73,23.72,,,17.1,28.0,24.3,46.9,22.9,1.42,26.77,26.77,23.01,36.68,1.87,52.8,破底翻,1,66.0,4919,4583,True,,,,,,,,,
623,003020,立方制药,破底翻,守住前低,18.65,-0.53,14.66,,,27.2,49.0,17.3,55.0,27.6,0.56,18.45,18.39,14.22,22.56,0.88,52.8,破底翻,1,66.0,4919,4583,True,,,,,,,,,
